county,rep_unit,assembly_district,senate_district,congress_district
FOND DU LAC,Town of OAKFIELD Wards 1-2,52,18,6
FOND DU LAC,Village of EDEN Ward 1,52,18,6
FOND DU LAC,Village of OAKFIELD Wards 1-2,52,18,6
DODGE,City of WAUPUN Wards 1-8,53,18,6
FOND DU LAC,"CITY OF WAUPUN Wards 9,10,11,12",53,18,6
FOND DU LAC,Town of FRIENDSHIP Wards 1-3,53,18,6
FOND DU LAC,Town of ROSENDALE Ward 1,53,18,6
FOND DU LAC,Town of SPRINGVALE Ward 1,53,18,6
FOND DU LAC,Town of WAUPUN Wards 1-2,53,18,6
FOND DU LAC,"Village of NORTH FOND DU LAC Wards 1,2,3,4,5,6,7",53,18,6
FOND DU LAC,Village of ROSENDALE Wards 1-2,53,18,6
WINNEBAGO,City of OMRO Wards 1-5,53,18,6
WINNEBAGO,City of OSHKOSH Ward 18A,53,18,6
WINNEBAGO,City of OSHKOSH Ward 19A,53,18,6
WINNEBAGO,City of OSHKOSH Ward 1A,53,18,6
WINNEBAGO,City of OSHKOSH Ward 20A,53,18,6
WINNEBAGO,City of OSHKOSH Ward 21A,53,18,6
WINNEBAGO,City of OSHKOSH Ward 22A,53,18,6
WINNEBAGO,City of OSHKOSH Ward 28A,53,18,6
WINNEBAGO,City of OSHKOSH Ward 3,53,18,6
WINNEBAGO,City of OSHKOSH Ward 4,53,18,6
WINNEBAGO,City of OSHKOSH Ward 5,53,18,6
WINNEBAGO,City of OSHKOSH Ward 6A,53,18,6
WINNEBAGO,City of OSHKOSH Ward 7A,53,18,6
WINNEBAGO,Town of ALGOMA Wards 1-4,53,18,6
WINNEBAGO,Town of ALGOMA Wards 5-8,53,18,6
WINNEBAGO,Town of BLACK WOLF Wards 1-3,53,18,6
WINNEBAGO,Town of NEKIMI Wards 1-2,53,18,6
WINNEBAGO,Town of NEPEUSKUN Ward 1,53,18,6
WINNEBAGO,Town of OMRO Wards 1-4,53,18,6
WINNEBAGO,"Town of OSHKOSH Wards 1,2-4",53,18,6
WINNEBAGO,Town of POYGAN Wards 1-2,53,18,6
WINNEBAGO,Town of RUSHFORD Wards 1-2,53,18,6
WINNEBAGO,Town of UTICA Wards 1-3,53,18,6
WINNEBAGO,Town of WINNECONNE Wards 1-4,53,18,6
WINNEBAGO,Village of WINNECONNE Wards 1-4,53,18,6
WINNEBAGO,City of OSHKOSH Ward 1,54,18,6
WINNEBAGO,City of OSHKOSH Ward 10,54,18,6
WINNEBAGO,City of OSHKOSH Ward 11,54,18,6
WINNEBAGO,City of OSHKOSH Ward 12,54,18,6
WINNEBAGO,City of OSHKOSH Ward 13,54,18,6
WINNEBAGO,City of OSHKOSH Ward 14,54,18,6
WINNEBAGO,City of OSHKOSH Ward 15,54,18,6
WINNEBAGO,City of OSHKOSH Ward 16,54,18,6
WINNEBAGO,City of OSHKOSH Ward 17,54,18,6
WINNEBAGO,City of OSHKOSH Ward 18,54,18,6
WINNEBAGO,City of OSHKOSH Ward 19,54,18,6
WINNEBAGO,City of OSHKOSH Ward 2,54,18,6
WINNEBAGO,City of OSHKOSH Ward 20,54,18,6
WINNEBAGO,City of OSHKOSH Ward 21,54,18,6
WINNEBAGO,City of OSHKOSH Ward 22,54,18,6
WINNEBAGO,City of OSHKOSH Ward 23,54,18,6
WINNEBAGO,City of OSHKOSH Ward 24,54,18,6
WINNEBAGO,City of OSHKOSH Ward 25,54,18,6
WINNEBAGO,City of OSHKOSH Ward 26,54,18,6
WINNEBAGO,City of OSHKOSH Ward 27,54,18,6
WINNEBAGO,City of OSHKOSH Ward 28,54,18,6
WINNEBAGO,City of OSHKOSH Ward 4A,54,18,6
WINNEBAGO,City of OSHKOSH Ward 5A,54,18,6
WINNEBAGO,City of OSHKOSH Ward 6,54,18,6
WINNEBAGO,City of OSHKOSH Ward 7,54,18,6
WINNEBAGO,City of OSHKOSH Ward 8,54,18,6
WINNEBAGO,City of OSHKOSH Ward 9,54,18,6
OUTAGAMIE,City of APPLETON Ward 51,55,19,8
OUTAGAMIE,"Town of GRAND CHUTE Wards 9-13,18",55,19,8
WINNEBAGO,City of NEENAH Wards 1-4,55,19,6
WINNEBAGO,"City of NEENAH Wards 13-16,22",55,19,6
WINNEBAGO,City of NEENAH Wards 17-18,55,19,6
WINNEBAGO,"City of NEENAH Wards 19-21,23",55,19,6
WINNEBAGO,City of NEENAH Wards 5-8,55,19,6
WINNEBAGO,City of NEENAH Wards 9-12,55,19,6
WINNEBAGO,"Town of CLAYTON Wards 1-3,7-9",55,19,6
WINNEBAGO,Town of CLAYTON Wards 4-6,55,19,8
WINNEBAGO,Town of NEENAH Wards 1-5,55,19,6
WINNEBAGO,"Town of VINLAND Wards 1,2",55,19,6
WINNEBAGO,Town of WINCHESTER Wards 1-2,55,19,8
WINNEBAGO,Town of WINCHESTER Wards 3-4,55,19,6
WINNEBAGO,Town of WOLF RIVER Ward 2B,55,19,8
WINNEBAGO,Town of WOLF RIVER Wards 1-2A,55,19,6
WINNEBAGO,"Village of FOX CROSSING Wards 1-2,4,7,9",55,19,6
WINNEBAGO,"Village of FOX CROSSING Wards 3,5-6,8",55,19,6
OUTAGAMIE,City of APPLETON Ward 17,56,19,8
OUTAGAMIE,City of APPLETON Ward 18,56,19,8
OUTAGAMIE,City of APPLETON Ward 19,56,19,8
OUTAGAMIE,City of APPLETON Ward 20,56,19,8
OUTAGAMIE,City of APPLETON Ward 21,56,19,8
OUTAGAMIE,City of APPLETON Ward 22,56,19,8
OUTAGAMIE,City of APPLETON Ward 35,56,19,8
OUTAGAMIE,City of APPLETON Ward 36,56,19,8
OUTAGAMIE,City of APPLETON Ward 38,56,19,8
OUTAGAMIE,City of APPLETON Ward 39,56,19,8
OUTAGAMIE,City of APPLETON Ward 4,56,19,8
OUTAGAMIE,City of APPLETON Ward 40,56,19,8
OUTAGAMIE,City of APPLETON Ward 41,56,19,8
OUTAGAMIE,City of APPLETON Ward 43,56,19,8
OUTAGAMIE,City of APPLETON Ward 48,56,19,8
OUTAGAMIE,City of APPLETON Ward 6,56,19,8
OUTAGAMIE,City of APPLETON Ward 7,56,19,8
OUTAGAMIE,"Town of CENTER Wards 1,2,3,4,5",56,19,8
OUTAGAMIE,Town of DALE Wards 1-4,56,19,8
OUTAGAMIE,Town of GRAND CHUTE Wards 1-5,56,19,8
OUTAGAMIE,Town of GRAND CHUTE Wards 14-17,56,19,8
OUTAGAMIE,Town of GRAND CHUTE Wards 6-8,56,19,8
OUTAGAMIE,Village of GREENVILLE Wards 1-10,56,19,8
OUTAGAMIE,City of APPLETON Ward 1,57,19,8
OUTAGAMIE,City of APPLETON Ward 10,57,19,8
OUTAGAMIE,City of APPLETON Ward 11,57,19,8
OUTAGAMIE,City of APPLETON Ward 12,57,19,8
OUTAGAMIE,City of APPLETON Ward 16,57,19,8
OUTAGAMIE,City of APPLETON Ward 2,57,19,8
OUTAGAMIE,City of APPLETON Ward 23,57,19,8
OUTAGAMIE,City of APPLETON Ward 24,57,19,8
OUTAGAMIE,City of APPLETON Ward 26,57,19,8
OUTAGAMIE,City of APPLETON Ward 27,57,19,8
OUTAGAMIE,City of APPLETON Ward 28,57,19,8
OUTAGAMIE,City of APPLETON Ward 29,57,19,8
OUTAGAMIE,City of APPLETON Ward 3,57,19,8
OUTAGAMIE,City of APPLETON Ward 30,57,19,8
OUTAGAMIE,City of APPLETON Ward 31,57,19,8
OUTAGAMIE,City of APPLETON Ward 32,57,19,8
OUTAGAMIE,City of APPLETON Ward 37,57,19,8
OUTAGAMIE,City of APPLETON Ward 42,57,19,8
OUTAGAMIE,City of APPLETON Ward 49,57,19,8
OUTAGAMIE,City of APPLETON Ward 5,57,19,8
OUTAGAMIE,City of APPLETON Ward 50,57,19,8
OUTAGAMIE,City of APPLETON Ward 52,57,19,8
OUTAGAMIE,VILLAGE OF Fox Crossing Ward 17,57,19,8
WINNEBAGO,CITY OF APPLETON Ward 33,57,19,6
WINNEBAGO,CITY OF APPLETON Ward 34,57,19,6
WINNEBAGO,City of MENASHA Ward 13,57,19,6
WINNEBAGO,"City of MENASHA Wards 1,2-4",57,19,6
WINNEBAGO,"City of MENASHA Wards 5,6-8",57,19,6
WINNEBAGO,"City of MENASHA Wards 9-12,17-19",57,19,6
WINNEBAGO,"Village of FOX CROSSING Wards 10-12,18",57,19,6
WINNEBAGO,Village of FOX CROSSING Wards 13-16,57,19,6
WASHINGTON,"City of HARTFORD Wards 12,15",58,20,5
WASHINGTON,City of WEST BEND Wards 1-3,58,20,5
WASHINGTON,City of WEST BEND Wards 11-13,58,20,5
WASHINGTON,City of WEST BEND Wards 14-17,58,20,5
WASHINGTON,City of WEST BEND Wards 18-19,58,20,5
WASHINGTON,City of WEST BEND Wards 20-22,58,20,5
WASHINGTON,City of WEST BEND Wards 4-5,58,20,5
WASHINGTON,City of WEST BEND Wards 6-8,58,20,5
WASHINGTON,City of WEST BEND Wards 9-10,58,20,5
WASHINGTON,Town of BARTON Wards 1-4,58,20,5
WASHINGTON,"Town of HARTFORD Wards 1,4-5",58,20,5
WASHINGTON,Town of POLK Wards 1-6,58,20,5
WASHINGTON,"Town of TRENTON Wards 1,7",58,20,5
WASHINGTON,"Town of WEST BEND Wards 1,2,3,4,5,6",58,20,5
WASHINGTON,"Village of JACKSON Wards 1-10,12,18",58,20,5
WASHINGTON,Village of SLINGER Wards 1-10,58,20,5
CALUMET,City of NEW HOLSTEIN Wards 1-5,59,20,6
CALUMET,Town of BROTHERTOWN Wards 1-2,59,20,6
CALUMET,Town of CHILTON Wards 1-3,59,20,8
CALUMET,Town of NEW HOLSTEIN Wards 1-2,59,20,6
CALUMET,"Town of STOCKBRIDGE Wards 1,2",59,20,8
CALUMET,Village of STOCKBRIDGE Ward 1,59,20,8
DODGE,CITY OF HARTFORD Ward 11,59,20,5
FOND DU LAC,Town of ASHFORD Wards 1-3,59,20,6
FOND DU LAC,Town of AUBURN Wards 1-3,59,20,6
FOND DU LAC,Town of CALUMET Wards 1-2,59,20,6
FOND DU LAC,Town of FOREST Wards 1-2,59,20,6
FOND DU LAC,Town of MARSHFIELD Wards 1-2,59,20,6
FOND DU LAC,Town of OSCEOLA Wards 1-2,59,20,6
FOND DU LAC,Town of TAYCHEEDAH Wards 1-6,59,20,6
FOND DU LAC,Village of CAMPBELLSPORT Wards 1-4,59,20,6
FOND DU LAC,VILLAGE OF KEWASKUM Ward 6,59,20,6
FOND DU LAC,Village of MOUNT CALVARY Ward 1,59,20,6
FOND DU LAC,Village of ST. CLOUD Ward 1,59,20,6
SHEBOYGAN,Town of GREENBUSH Wards 1-3,59,20,6
SHEBOYGAN,Town of MITCHELL Wards 1-3,59,20,6
SHEBOYGAN,Town of RUSSELL Ward 1,59,20,6
SHEBOYGAN,Town of SCOTT Wards 1-3,59,20,6
WASHINGTON,City of HARTFORD Wards 1-3,59,20,5
WASHINGTON,"City of HARTFORD Wards 4-7,13",59,20,5
WASHINGTON,"City of HARTFORD Wards 8-10,14",59,20,5
WASHINGTON,Town of ADDISON Wards 1-6,59,20,5
WASHINGTON,Town of HARTFORD Wards 2-3,59,20,5
WASHINGTON,Town of KEWASKUM Wards 1-2,59,20,5
WASHINGTON,Town of WAYNE Wards 1-4,59,20,5
WASHINGTON,"Village of KEWASKUM Wards 1,2,3,4,5",59,20,5
OZAUKEE,City of CEDARBURG Ward 1,60,20,6
OZAUKEE,City of CEDARBURG Ward 2,60,20,6
OZAUKEE,City of CEDARBURG Ward 3,60,20,6
OZAUKEE,City of CEDARBURG Ward 4,60,20,6
OZAUKEE,City of CEDARBURG Ward 5,60,20,6
OZAUKEE,City of CEDARBURG Ward 6,60,20,6
OZAUKEE,City of CEDARBURG Ward 7,60,20,6
OZAUKEE,City of PORT WASHINGTON Ward 1,60,20,6
OZAUKEE,City of PORT WASHINGTON Ward 2,60,20,6
OZAUKEE,City of PORT WASHINGTON Ward 3,60,20,6
OZAUKEE,City of PORT WASHINGTON Ward 4,60,20,6
OZAUKEE,City of PORT WASHINGTON Ward 5,60,20,6
OZAUKEE,City of PORT WASHINGTON Ward 6,60,20,6
OZAUKEE,City of PORT WASHINGTON Ward 7,60,20,6
OZAUKEE,Town of BELGIUM Wards 1-3,60,20,6
OZAUKEE,Town of CEDARBURG Wards 1-2,60,20,6
OZAUKEE,Town of CEDARBURG Wards 3-4,60,20,6
OZAUKEE,"Town of CEDARBURG Wards 5-6,10",60,20,6
OZAUKEE,Town of CEDARBURG Wards 7-9,60,20,6
OZAUKEE,Town of FREDONIA Wards 1-4,60,20,6
OZAUKEE,Town of PORT WASHINGTON Wards 1-2,60,20,6
OZAUKEE,Town of SAUKVILLE Wards 1-3,60,20,6
OZAUKEE,Village of BELGIUM Wards 1-3,60,20,6
OZAUKEE,Village of FREDONIA Wards 1-3,60,20,6
OZAUKEE,Village of GRAFTON Ward 15,60,20,6
OZAUKEE,VILLAGE OF NEWBURG Ward 3,60,20,6
OZAUKEE,"Village of SAUKVILLE Wards 1,6-7",60,20,6
OZAUKEE,Village of SAUKVILLE Wards 2-5,60,20,6
WASHINGTON,Town of FARMINGTON Wards 1-5,60,20,5
WASHINGTON,Town of JACKSON Wards 1-7,60,20,5
WASHINGTON,Town of TRENTON Wards 2-6,60,20,5
WASHINGTON,"Village of JACKSON Wards 11,13-17",60,20,5
WASHINGTON,Village of NEWBURG Wards 1-2,60,20,5
KENOSHA,City of KENOSHA Ward 72,61,21,1
KENOSHA,City of KENOSHA Ward 73,61,21,1
KENOSHA,City of KENOSHA Ward 74,61,21,1
KENOSHA,Town of BRIGHTON Wards 1-4,61,21,1
KENOSHA,Town of PARIS Wards 1-2,61,21,1
KENOSHA,"Town of RANDALL Wards 1,2,3,4,5,6",61,21,1
KENOSHA,"Town of SOMERS Wards 1,4",61,21,1
KENOSHA,Village of BRISTOL Wards 1-7,61,21,1
KENOSHA,Village of PADDOCK LAKE Wards 1-6,61,21,1
KENOSHA,Village of PLEASANT PRAIRIE Ward 11,61,21,1
KENOSHA,Village of PLEASANT PRAIRIE Wards 1-3,61,21,1
KENOSHA,Village of PLEASANT PRAIRIE Wards 12-16,61,21,1
KENOSHA,Village of PLEASANT PRAIRIE Wards 4-5,61,21,1
KENOSHA,Village of PLEASANT PRAIRIE Wards 6-7,61,21,1
KENOSHA,Village of PLEASANT PRAIRIE Wards 8-10,61,21,1
KENOSHA,Village of SALEM LAKES Wards 1-6,61,21,1
KENOSHA,Village of SALEM LAKES Wards 11-13,61,21,1
KENOSHA,Village of SALEM LAKES Wards 7-10,61,21,1
KENOSHA,Village of SOMERS Ward 13,61,21,1
KENOSHA,Village of SOMERS Wards 1-4,61,21,1
KENOSHA,Village of TWIN LAKES Wards 1-11,61,21,1
RACINE,City of RACINE Ward 15,62,21,1
RACINE,City of RACINE Ward 21,62,21,1
RACINE,City of RACINE Ward 22,62,21,1
RACINE,City of RACINE Ward 26,62,21,1
RACINE,City of RACINE Ward 27,62,21,1
RACINE,City of RACINE Ward 28,62,21,1
RACINE,City of RACINE Ward 46,62,21,1
RACINE,City of RACINE Ward 47,62,21,1
RACINE,City of RACINE Ward 48,62,21,1
RACINE,Town of NORWAY Wards 1-11,62,21,1
RACINE,"Town of WATERFORD Wards 1-4,6,9-10",62,21,1
RACINE,Village of CALEDONIA Wards 1-2,62,21,1
RACINE,"Village of CALEDONIA Wards 11,14-15,17",62,21,1
RACINE,"Village of CALEDONIA Wards 16,18-19",62,21,1
RACINE,"Village of CALEDONIA Wards 3,4-5",62,21,1
RACINE,"Village of CALEDONIA Wards 6-8,20",62,21,1
RACINE,"Village of CALEDONIA Wards 9-10,12-13",62,21,1
RACINE,Village of MOUNT PLEASANT Ward 4,62,21,1
RACINE,"Village of MOUNT PLEASANT Wards 5-6,25",62,21,1
RACINE,Village of Raymond Wards 1-6,62,21,1
RACINE,Village of WIND POINT Wards 1-3,62,21,1
RACINE,City of BURLINGTON Wards 1-4,63,21,1
RACINE,City of BURLINGTON Wards 5-8,63,21,1
RACINE,Town of BURLINGTON Wards 1-7,63,21,1
RACINE,Town of BURLINGTON Wards 8-11,63,21,1
RACINE,Town of DOVER Wards 1-8,63,21,1
RACINE,"Village of MOUNT PLEASANT Wards 1,17-18,20",63,21,1
RACINE,"Village of MOUNT PLEASANT Wards 10,12,15-16",63,21,1
RACINE,"Village of MOUNT PLEASANT Wards 2-3,11",63,21,1
RACINE,Village of MOUNT PLEASANT Wards 7-8,63,21,1
RACINE,"Village of MOUNT PLEASANT Wards 9,13-14,24",63,21,1
RACINE,Village of ROCHESTER Wards 1-6,63,21,1
RACINE,Village of STURTEVANT Wards 1-8,63,21,1
RACINE,Village of UNION GROVE Wards 1-7,63,21,1
RACINE,Village of Yorkville Wards 1-5,63,21,1
WALWORTH,CITY OF BURLINGTON Ward 10,63,21,1
WALWORTH,CITY OF BURLINGTON Ward 9,63,21,1
KENOSHA,City of KENOSHA Ward 1,64,22,1
KENOSHA,City of KENOSHA Ward 10,64,22,1
KENOSHA,City of KENOSHA Ward 11,64,22,1
KENOSHA,City of KENOSHA Ward 12,64,22,1
KENOSHA,City of KENOSHA Ward 13,64,22,1
KENOSHA,City of KENOSHA Ward 14,64,22,1
KENOSHA,City of KENOSHA Ward 2,64,22,1
KENOSHA,City of KENOSHA Ward 3,64,22,1
KENOSHA,City of KENOSHA Ward 4,64,22,1
KENOSHA,City of KENOSHA Ward 49,64,22,1
KENOSHA,City of KENOSHA Ward 5,64,22,1
KENOSHA,City of KENOSHA Ward 50,64,22,1
KENOSHA,City of KENOSHA Ward 51,64,22,1
KENOSHA,City of KENOSHA Ward 52,64,22,1
KENOSHA,City of KENOSHA Ward 53,64,22,1
KENOSHA,City of KENOSHA Ward 54,64,22,1
KENOSHA,City of KENOSHA Ward 55,64,22,1
KENOSHA,City of KENOSHA Ward 56,64,22,1
KENOSHA,City of KENOSHA Ward 57,64,22,1
KENOSHA,City of KENOSHA Ward 58,64,22,1
KENOSHA,City of KENOSHA Ward 59,64,22,1
KENOSHA,City of KENOSHA Ward 6,64,22,1
KENOSHA,City of KENOSHA Ward 60,64,22,1
KENOSHA,City of KENOSHA Ward 63,64,22,1
KENOSHA,City of KENOSHA Ward 64,64,22,1
KENOSHA,City of KENOSHA Ward 7,64,22,1
KENOSHA,City of KENOSHA Ward 71,64,22,1
KENOSHA,City of KENOSHA Ward 8,64,22,1
KENOSHA,City of KENOSHA Ward 9,64,22,1
KENOSHA,Town of SOMERS Wards 2-3,64,22,1
KENOSHA,Village of SOMERS Wards 11-12,64,22,1
KENOSHA,"Village of SOMERS Wards 5-6,9-10",64,22,1
KENOSHA,Village of SOMERS Wards 7-8,64,22,1
RACINE,City of RACINE Ward 31,64,22,1
RACINE,City of RACINE Ward 36,64,22,1
RACINE,City of RACINE Ward 37,64,22,1
RACINE,City of RACINE Ward 38,64,22,1
RACINE,City of RACINE Ward 40,64,22,1
RACINE,City of RACINE Ward 41,64,22,1
RACINE,City of RACINE Ward 43,64,22,1
RACINE,Village of ELMWOOD PARK Ward 1,64,22,1
RACINE,Village of MOUNT PLEASANT Ward 23,64,22,1
RACINE,"Village of MOUNT PLEASANT Wards 19,21-22",64,22,1
KENOSHA,City of KENOSHA Ward 15,65,22,1
KENOSHA,City of KENOSHA Ward 16,65,22,1
KENOSHA,City of KENOSHA Ward 17,65,22,1
KENOSHA,City of KENOSHA Ward 18,65,22,1
KENOSHA,City of KENOSHA Ward 19,65,22,1
KENOSHA,City of KENOSHA Ward 20,65,22,1
KENOSHA,City of KENOSHA Ward 21,65,22,1
KENOSHA,City of KENOSHA Ward 22,65,22,1
KENOSHA,City of KENOSHA Ward 23,65,22,1
KENOSHA,City of KENOSHA Ward 24,65,22,1
KENOSHA,City of KENOSHA Ward 25,65,22,1
KENOSHA,City of KENOSHA Ward 26,65,22,1
KENOSHA,City of KENOSHA Ward 27,65,22,1
KENOSHA,City of KENOSHA Ward 28,65,22,1
KENOSHA,City of KENOSHA Ward 29,65,22,1
KENOSHA,City of KENOSHA Ward 30,65,22,1
KENOSHA,City of KENOSHA Ward 31,65,22,1
KENOSHA,City of KENOSHA Ward 32,65,22,1
KENOSHA,City of KENOSHA Ward 33,65,22,1
KENOSHA,City of KENOSHA Ward 34,65,22,1
KENOSHA,City of KENOSHA Ward 35,65,22,1
KENOSHA,City of KENOSHA Ward 36,65,22,1
KENOSHA,City of KENOSHA Ward 37,65,22,1
KENOSHA,City of KENOSHA Ward 38,65,22,1
KENOSHA,City of KENOSHA Ward 39,65,22,1
KENOSHA,City of KENOSHA Ward 40,65,22,1
KENOSHA,City of KENOSHA Ward 41,65,22,1
KENOSHA,City of KENOSHA Ward 42,65,22,1
KENOSHA,City of KENOSHA Ward 43,65,22,1
KENOSHA,City of KENOSHA Ward 44,65,22,1
KENOSHA,City of KENOSHA Ward 45,65,22,1
KENOSHA,City of KENOSHA Ward 46,65,22,1
KENOSHA,City of KENOSHA Ward 47,65,22,1
KENOSHA,City of KENOSHA Ward 48,65,22,1
KENOSHA,City of KENOSHA Ward 61,65,22,1
KENOSHA,City of KENOSHA Ward 62,65,22,1
KENOSHA,City of KENOSHA Ward 66,65,22,1
KENOSHA,City of KENOSHA Ward 67,65,22,1
KENOSHA,City of KENOSHA Ward 68,65,22,1
KENOSHA,City of KENOSHA Ward 69,65,22,1
KENOSHA,City of KENOSHA Ward 70,65,22,1
RACINE,City of RACINE Ward 1,66,22,1
RACINE,City of RACINE Ward 10,66,22,1
RACINE,City of RACINE Ward 11,66,22,1
RACINE,City of RACINE Ward 12,66,22,1
RACINE,City of RACINE Ward 13,66,22,1
RACINE,City of RACINE Ward 14,66,22,1
RACINE,City of RACINE Ward 16,66,22,1
RACINE,City of RACINE Ward 17,66,22,1
RACINE,City of RACINE Ward 18,66,22,1
RACINE,City of RACINE Ward 19,66,22,1
RACINE,City of RACINE Ward 2,66,22,1
RACINE,City of RACINE Ward 20,66,22,1
RACINE,City of RACINE Ward 23,66,22,1
RACINE,City of RACINE Ward 24,66,22,1
RACINE,City of RACINE Ward 25,66,22,1
RACINE,City of RACINE Ward 29,66,22,1
RACINE,City of RACINE Ward 3,66,22,1
RACINE,City of RACINE Ward 30,66,22,1
RACINE,City of RACINE Ward 32,66,22,1
RACINE,City of RACINE Ward 33,66,22,1
RACINE,City of RACINE Ward 34,66,22,1
RACINE,City of RACINE Ward 35,66,22,1
RACINE,City of RACINE Ward 39,66,22,1
RACINE,City of RACINE Ward 4,66,22,1
RACINE,City of RACINE Ward 42,66,22,1
RACINE,City of RACINE Ward 44,66,22,1
RACINE,City of RACINE Ward 45,66,22,1
RACINE,City of RACINE Ward 49,66,22,1
RACINE,City of RACINE Ward 5,66,22,1
RACINE,City of RACINE Ward 6,66,22,1
RACINE,City of RACINE Ward 7,66,22,1
RACINE,City of RACINE Ward 8,66,22,1
RACINE,City of RACINE Ward 9,66,22,1
RACINE,Village of NORTH BAY Ward 1,66,22,1
BARRON,VILLAGE OF NEW AUBURN Ward 2,67,23,7
CHIPPEWA,City of BLOOMER Wards 1-4,67,23,7
CHIPPEWA,City of CHIPPEWA FALLS Ward 10A,67,23,7
CHIPPEWA,City of CHIPPEWA FALLS Ward 1A,67,23,7
CHIPPEWA,City of CHIPPEWA FALLS Wards 1-2,67,23,3
CHIPPEWA,City of CHIPPEWA FALLS Wards 11-12,67,23,3
CHIPPEWA,City of CHIPPEWA FALLS Wards 13-14,67,23,3
CHIPPEWA,"City of CHIPPEWA FALLS Wards 3,4,15",67,23,3
CHIPPEWA,City of CHIPPEWA FALLS Wards 5-6,67,23,3
CHIPPEWA,City of CHIPPEWA FALLS Wards 8-7,67,23,3
CHIPPEWA,City of CHIPPEWA FALLS Wards 9-10,67,23,3
CHIPPEWA,City of CORNELL Wards 1-4,67,23,7
CHIPPEWA,CITY OF EAU CLAIRE Ward 16,67,23,3
CHIPPEWA,CITY OF EAU CLAIRE Ward 40,67,23,3
CHIPPEWA,CITY OF EAU CLAIRE Ward 41,67,23,3
CHIPPEWA,CITY OF EAU CLAIRE Ward 64,67,23,3
CHIPPEWA,City of STANLEY Ward 9,67,23,7
CHIPPEWA,Town of ANSON Wards 1-3,67,23,7
CHIPPEWA,Town of ARTHUR Ward 1,67,23,7
CHIPPEWA,Town of AUBURN Ward 1,67,23,7
CHIPPEWA,Town of BIRCH CREEK Ward 1,67,23,7
CHIPPEWA,Town of BLOOMER Wards 1-2,67,23,7
CHIPPEWA,Town of CLEVELAND Ward 1,67,23,7
CHIPPEWA,Town of COLBURN Ward 1,67,23,7
CHIPPEWA,Town of COOKS VALLEY Ward 1,67,23,7
CHIPPEWA,Town of DELMAR Wards 1-2,67,23,7
CHIPPEWA,Town of EAGLE POINT Ward 5A,67,23,3
CHIPPEWA,Town of EAGLE POINT Wards 1-5,67,23,7
CHIPPEWA,Town of ESTELLA Wards 1-2,67,23,7
CHIPPEWA,Town of GOETZ Ward 1,67,23,7
CHIPPEWA,Town of HALLIE Ward 1,67,23,3
CHIPPEWA,Town of HOWARD Ward 1,67,23,3
CHIPPEWA,Town of LAKE HOLCOMBE Wards 1-2,67,23,7
CHIPPEWA,Town of RUBY Ward 1,67,23,7
CHIPPEWA,Town of SAMPSON Ward 1,67,23,7
CHIPPEWA,Town of TILDEN Ward 4,67,23,3
CHIPPEWA,Town of TILDEN Wards 1-3,67,23,7
CHIPPEWA,Town of WHEATON Wards 1-3,67,23,3
CHIPPEWA,Town of WOODMOHR Wards 1-2,67,23,7
CHIPPEWA,Village of LAKE HALLIE Wards 1-10,67,23,3
CHIPPEWA,"Village of NEW AUBURN Wards 1,3",67,23,7
DUNN,Town of GRANT Wards 1-2,67,23,3
DUNN,Town of OTTER CREEK Ward 1,67,23,3
DUNN,Town of SAND CREEK Ward 1,67,23,3
EAU CLAIRE,City of EAU CLAIRE Ward 11,67,23,3
EAU CLAIRE,City of EAU CLAIRE Ward 36,67,23,3
EAU CLAIRE,City of EAU CLAIRE Ward 37,67,23,3
EAU CLAIRE,City of EAU CLAIRE Ward 44,67,23,3
EAU CLAIRE,City of EAU CLAIRE Ward 65,67,23,3
EAU CLAIRE,City of EAU CLAIRE Ward 68,67,23,3
EAU CLAIRE,Town of UNION Wards 1-5,67,23,3
CHIPPEWA,City of STANLEY Wards 1-6,68,23,7
CHIPPEWA,Town of EDSON Wards 1-2,68,23,3
CHIPPEWA,"Town of LAFAYETTE Wards 1,2,3,4,5,6,7,8",68,23,3
CHIPPEWA,Town of SIGEL Wards 1-2,68,23,7
CHIPPEWA,Village of BOYD Ward 1,68,23,7
CHIPPEWA,"Village of CADOTT Wards 1,2",68,23,7
CLARK,City of GREENWOOD Wards 1-2,68,23,7
CLARK,City of OWEN Wards 1-3,68,23,7
CLARK,CITY OF STANLEY Wards 7-8,68,23,7
CLARK,City of THORP Wards 1-4,68,23,7
CLARK,Town of BEAVER Ward 1,68,23,7
CLARK,Town of BUTLER Ward 1,68,23,7
CLARK,Town of EATON Wards 1-2,68,23,7
CLARK,Town of FOSTER Ward 1,68,23,7
CLARK,Town of GREEN GROVE Wards 1-2,68,23,7
CLARK,Town of HENDREN Ward 1,68,23,7
CLARK,Town of HIXON Wards 1-2,68,23,7
CLARK,Town of HOARD Wards 1-2,68,23,7
CLARK,Town of LONGWOOD Wards 1-3,68,23,7
CLARK,Town of MEAD Ward 1,68,23,7
CLARK,Town of MENTOR Ward 1,68,23,7
CLARK,Town of RESEBURG Ward 1,68,23,7
CLARK,Town of SEIF Ward 1,68,23,7
CLARK,Town of THORP Wards 1-2,68,23,7
CLARK,Town of WARNER Wards 1-2,68,23,7
CLARK,Town of WESTON Ward 1,68,23,7
CLARK,Town of WITHEE Wards 1-2,68,23,7
CLARK,Town of WORDEN Ward 1,68,23,7
